	21to22FACS16S221215A01	21to22FACS16S221215A02	21to22FACS16S221215A03	21to22FACS16S221215A04	21to22FACS16S221215A05	21to22FACS16S221215A06	21to22FACS16S221215A07	21to22FACS16S221215A08	21to22FACS16S221215A09	21to22FACS16S221215A10	21to22FACS16S221215A11	21to22FACS16S221215A12	21to22FACS16S221215B01	21to22FACS16S221215B02	21to22FACS16S221215B03	21to22FACS16S221215B04	21to22FACS16S221215B05	21to22FACS16S221215B06	21to22FACS16S221215B07	21to22FACS16S221215B08	21to22FACS16S221215B09	21to22FACS16S221215B10	21to22FACS16S221215B11	21to22FACS16S221215B12	21to22FACS16S221215C01	21to22FACS16S221215C02	21to22FACS16S221215C03	21to22FACS16S221215C04	21to22FACS16S221215C05	21to22FACS16S221215C06	21to22FACS16S221215C07	21to22FACS16S221215C08	21to22FACS16S221215C09	21to22FACS16S221215C10	21to22FACS16S221215C11	21to22FACS16S221215C12	21to22FACS16S221215D01	21to22FACS16S221215D02	21to22FACS16S221215D03	21to22FACS16S221215D04	21to22FACS16S221215D05	21to22FACS16S221215D06	21to22FACS16S221215D07	21to22FACS16S221215D08	21to22FACS16S221215D09	21to22FACS16S221215D10	21to22FACS16S221215D11	21to22FACS16S221215D12	21to22FACS16S221215E01	21to22FACS16S221215E02	21to22FACS16S221215E03	21to22FACS16S221215E04	21to22FACS16S221215E05	21to22FACS16S221215E06	21to22FACS16S221215E07	21to22FACS16S221215E08	21to22FACS16S221215E09	21to22FACS16S221215E10	21to22FACS16S221215E11	21to22FACS16S221215E12	21to22FACS16S221215F01	21to22FACS16S221215F02	21to22FACS16S221215F03	21to22FACS16S221215F04	21to22FACS16S221215F05	21to22FACS16S221215F06	21to22FACS16S221215F07	21to22FACS16S221215F08	21to22FACS16S221215F09	21to22FACS16S221215F10	21to22FACS16S221215F11	21to22FACS16S221215F12	21to22FACS16S221215G01	21to22FACS16S221215G02	21to22FACS16S221215G03	21to22FACS16S221215G04	21to22FACS16S221215G05	21to22FACS16S221215G06	21to22FACS16S221215G07	21to22FACS16S221215G08	21to22FACS16S221215G09	21to22FACS16S221215G10	21to22FACS16S221215G11	21to22FACS16S221215G12	21to22FACS16S221215H01	21to22FACS16S221215H02	21to22FACS16S221215H03	21to22FACS16S221215H04	21to22FACS16S221215H05	21to22FACS16S221215H06	21to22FACS16S221215H07	21to22FACS16S221215H08	21to22FACS16S221215H09	21to22FACS16S221215H10	21to22FACS16S221215H11	RID001236Blank
Subgroup_22_or	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04001280409731114	0.0	0.0	0.0	0.0	0.0	0.0019415381296516018	0.0	0.0	0.0	0.0	0.0	0.00019623233908948196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006710283509478275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003940692576720359	0.0	0.002085158169711721	0.0	0.0036686390532544378	0.0	0.0	0.021565784704603116	0.0	0.0	0.0	0.0	0.0	0.0	0.001773020716061066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001376083665886886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Elsterales	0.005969867877397765	0.0011400883568476556	0.0	0.0	0.0	0.0	0.0	0.0	0.0009603072983354673	0.0009396533723115473	0.00016121231662098983	0.0	0.008626063760383895	0.0033025544247489384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016147635524798153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017331589274035313	0.0	0.0	0.0	0.0	0.0	0.0	0.0020053475935828875	0.0	0.000628140703517588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009633911368015414	0.0	0.0045317964632284125	0.0	0.004712922554590061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0038886804048578593	0.0011076650420912715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018625827814569536	0.0	0.0	0.0	0.0	0.0	0.007963246554364471	0.0	0.0	0.0	0.003987240829346092	0.0
Opitutales	0.0006126969663645075	0.0	0.0	0.0	0.0	0.004527813712807244	0.0	0.0	0.0	0.0	0.0	0.0	0.001638227235165345	0.0	0.0005932477618379895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014882059677059304	0.0	0.0	0.003578038247995065	0.0	0.0	0.0	0.003416856492027335	0.0	0.0	0.0005971507379076976	0.0007135760589743168	0.0	0.0	0.0	0.0001079447322970639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005346878759524128	0.0	0.0	0.0	0.0	0.0	0.0	0.0016929133858267717	0.0022166395744052016	0.0	0.000984442704659437	0.0	0.0021301775147928993	0.0	0.0	0.0	0.0	0.0	0.01138572618717023	0.0	0.0034679089026915114	0.010964178105122197	0.0014684527402959748	0.0	0.0018989344867602067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006001655629139073	0.0	0.0	0.0	0.005763893830498826	0.0	0.006840224604389995	0.0	0.0	0.0	0.0	0.0
Subgroup_25_or	0.002592179473080609	0.003420265070542967	0.0	0.0	0.0	0.0	0.0	0.0	0.0009603072983354673	0.00041762372102735435	0.0	0.0	1.4497586151905708e-05	3.369953494641774e-05	0.005581922122748355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01591695501730104	0.0	0.0	0.0003966679888932963	0.0	0.0	0.0	0.013335093741748086	0.00016775708773695687	0.00014236902050113895	0.0	0.0	0.0021184633321011176	5.489046607494744e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005418452292990494	0.0	0.000674382010278512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008266845056481044	0.0	0.0	0.0	0.0	0.0	0.0	0.015539210608101109	0.0	0.0	0.0013451986754966887	0.006398789046374019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gitt-GS-136_or	0.0019637723280913704	0.0005700441784238278	0.012048192771084338	0.0	0.0	0.0	0.0	0.0	0.0	0.00031321779077051577	0.0	0.0032178217821782176	0.006422430665294229	3.369953494641774e-05	5.3931614712544494e-05	0.0	0.0	0.0	0.0	0.010967379077615299	0.0	0.0	0.0	0.0	0.000922722029988466	0.0	0.0014882059677059304	0.0	0.0	0.004194941394201111	0.0	0.0	0.0	0.0	0.0	0.0	0.0005829328631956095	0.0	0.0010973825394244839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00472883109206443	0.0	0.0005348546978070957	0.0	0.0	0.0	0.0017519150836453575	0.0	0.0	0.0	0.0	0.0	0.004968944099378882	0.0	0.00120195576150152	0.0	0.00021099272075113408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014486754966887417	0.001788908765652952	0.0	0.009730538922155689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alicyclobacillales	0.00014139160762257868	0.0	0.0	0.0	0.014748690083446536	0.00016170763260025875	0.0	0.0	0.0	0.0	0.0	0.0	0.0016527248213172507	0.02436476376626003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006920415224913495	0.002752145054233447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8435749424176075e-05	0.008332372750177022	0.0007722321573727849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008866558297620806	0.0	0.0014882913330284404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002587991718426501	0.0	0.0004242196805299483	0.0	0.004536343496149383	0.0	0.0002328830926874709	0.0	0.0	0.0	0.0	0.0	0.0	0.00736204761249484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BD2-11_terrestrial_group_or	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02112676056338028	0.0	0.0	0.0	0.0001449758615190571	0.0	0.0021033329737892353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004222081486172683	0.013950892857142858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006155950752393981	0.0	0.0	0.0	0.01870486563276903	0.000668724279835391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006896212009260629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002743271221532091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00041282509976606576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Reyranellales	0.002482208222707492	0.00042753313381787086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00031321779077051577	0.00032242463324197966	0.0	0.0008118648245067197	0.0018534744220529756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002418154761904762	0.0011534025374855825	0.0011692119511449283	0.0014137956693206339	0.0	0.0	0.0	0.0	0.0	0.0	0.00014236902050113895	0.0	0.0	0.002630306821736287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017273869346733667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003151591553734636	0.0	0.0	0.0	0.0	0.0	0.001527018373479139	0.0	0.0014727882983093942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01037830599263475	0.0006200133792360783	0.0	0.0	0.0	0.0	0.0	0.0	0.008183984253599917	0.0	0.0	0.00589817880794702	0.0030961882482454933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Veillonellales-Selenomonadales	0.0	0.0	0.0	0.0	0.0	0.003315006468305304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019584802193497847	0.0	0.0	0.0	0.0	0.02306547619047619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008741258741258741	0.005569669728356459	0.0	0.0008672693639841697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003190810465858328	0.0	0.0	0.020953757225433526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0061014771997430954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dongiales	0.0005498562518655837	0.008265640587145504	0.0	0.0	0.0	0.0	0.0	0.008837090163934426	0.0	0.00031321779077051577	0.0	0.0	0.001681719993621062	0.0008761879086068613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006920415224913495	0.0	0.0	0.0	0.0	0.0	0.0	0.007789807235278584	0.0	0.0	0.0	0.0	0.0029573179401143116	0.0	0.00048772557307754836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0048963789569574125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003940692576720359	0.0	0.004379607308130567	0.0	0.0	0.0	0.0015801587028958126	0.0	0.0	0.0	0.0	0.0	0.0006211180124223603	0.000544024104452628	0.005482223563771639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004089422028353326	0.0	0.0014486754966887417	0.007224439245906151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kapabacteriales	0.0	0.0072680632749038045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003624396537976427	0.0	0.0	0.01088850174216028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020473739585406773	0.0004336346819920848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01968205904617714	0.0	0.0	0.0	0.0	0.0018718289739421703	0.0	0.0010619578782546683	0.0	0.0	0.0	0.0012022946652468138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008484393610598965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011795930404010616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DS-100	0.004147487156928974	0.0002850220892119139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00020881186051367718	0.0	0.0	0.0021891355089377618	0.001280582327963874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006920415224913495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01893507972665148	0.0	0.0	7.108937356044019e-05	0.0	0.0	0.0	0.007973251028806584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009359144869710852	0.0	0.0011704791212879921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024039115230030396	0.015285777580859548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017591059602649008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Micropepsales	0.0005341460732408527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00823844728652888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012710779992606705	0.0034910336423666574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016832125313455395	0.0	0.0	0.0	0.0	0.0	0.0	0.026824573150318044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015521523178807946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C0119	0.0038804141203085483	0.0009975773122416986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010440593025683859	0.0	0.0	0.005378604462357018	0.0011794837231246208	0.0	0.0	0.0	0.0	0.0	0.009561304836895388	0.0	0.0	0.0	0.001488095238095238	0.0020761245674740486	0.0	0.00014882059677059304	0.0	0.0	0.0	0.0	0.0011882756799577502	0.0	0.0	0.0036213786213786215	0.0	0.003369636306764865	0.0	0.0014225329214761827	0.0	0.0	0.0	0.0	0.0	0.0	0.0009422110552763819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018909549322407816	0.008327024981074944	0.0	0.0	0.0	0.0	0.0005911038865080538	0.0	0.0002015394513476013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002018633540372671	0.0	0.00010333556320601305	0.0	0.0	0.0	0.0	0.0	0.0036842105263157894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003557959154628905	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MBNT15_or	4.713053587419289e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006813865491395682	0.0	0.0010247006795383454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014572538860103627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005881566635476541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006278729061213733	0.0	0.0	0.027296082209377008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021730132450331124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacilli_unclassified	9.42610717483858e-05	0.0	0.0	0.0015943312666076175	0.0	0.00016170763260025875	0.0002966478789676654	0.0	0.0003201024327784891	0.00010440593025683859	0.0	0.00024752475247524753	1.4497586151905708e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00015607928827844546	0.00021110407430863416	0.0	0.0	0.0034176964725774837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014236902050113895	0.007867132867132868	0.0	0.0	0.0015698673297434974	0.0	0.0	0.0	0.0002158894645941278	0.0	0.0	9.260974254491573e-05	0.0	0.0	8.433836552247617e-05	0.0	0.005154639175257732	0.025974025974025976	0.0	0.0	0.0005105296745373325	0.0	0.0	0.0	0.0	0.0	0.0004330708661417322	4.9258657209004484e-05	0.0	7.751517359523126e-06	0.0	0.0	0.00016056518946692356	3.435127614990897e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.11591830925781e-05	0.0	0.0	0.0	0.0	5.693788077207766e-05	0.0	0.0
Rhodospirillales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004382929642445213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4217874712088038e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017341040462427744	2.325455207856938e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02301640441914965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002483443708609271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Polyangia_unclassified	0.002105163935713949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00031321779077051577	0.0	0.014603960396039605	0.0012757875813677023	0.000775089303767608	0.0	0.0	0.0	0.0	0.00227183705444575	0.0	0.0	0.0	0.0	0.0	0.000461361014994233	0.0	7.441029838529652e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002004720334404413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013299837446431211	0.0	0.00010852124303332377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010351966873706004	0.0	0.0	0.0	0.010655132397932272	0.0	0.0	0.00015259021896696422	0.0	0.0	0.0	0.0	0.00010347682119205298	0.0007568460162377873	0.0	0.0	0.0	0.00873998543335761	0.0	0.0	0.0	0.0	0.0	0.0
Chloroflexi_unclassified	0.0019480621494666398	0.00042753313381787086	0.0	0.0	0.0	0.0	0.0002966478789676654	0.0	0.0	0.0009396533723115473	0.0	0.0	5.799034460762283e-05	0.0005728920940891016	0.00347858914895912	0.0	0.0	0.0	0.0	0.00014060742407199101	0.0	0.0	0.0	0.0	0.0011534025374855825	0.0	0.0	0.0	0.0	0.0	0.0014265335235378032	0.0	0.0005032712632108706	0.0	0.0	0.0	0.0025023459493274942	0.0	4.064379775646236e-05	0.0	0.00010288065843621399	0.0	0.0	0.0	0.0020374143359881457	0.0	0.0	8.433836552247617e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.020953757225433526	0.0	0.0	0.0	0.0	0.0	0.0005193516630880495	0.0	0.0	0.0	0.0001030538284497269	0.0	0.0	0.0	0.0	0.0	0.0006728778467908902	0.0	1.087742770589611e-05	0.0	0.0	0.0	0.0	0.007629510948348211	0.0	0.0	0.0	0.0	0.00010347682119205298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001139211665527455	0.0
Bacteroidia_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012896985329679186	0.0	0.0007828696522029082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007921837866385001	0.0	0.0	0.0	0.0	1.4217874712088038e-05	1.0978093214989488e-05	8.128759551292472e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012314664302251121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.350971082358444e-05	0.02702702702702703	0.0	0.0	0.0	0.009002822919050888	0.0	0.0	0.0	0.0	0.00020695364238410596	0.004472271914132379	0.0002948982601002654	0.0	0.0	0.0	0.0	0.0	8.634087376964255e-05	0.0	0.0	0.0
Micavibrionales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001684976747320887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03246013667425968	0.0	0.0	5.687149884835215e-05	0.003847821671853816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026793995396928996	0.0	0.0	0.0	0.0	0.0	0.0	0.005775025108804821	0.0002284259818238183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chloroflexales	0.0011468430396053605	0.00014251104460595695	0.0	0.0	0.0	0.0	0.0	0.010758196721311475	0.0	0.00010440593025683859	0.0	0.0	0.003696884468735955	0.005257127451641168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002306805074971165	1.7987876171460436e-05	0.0	0.0	0.0	0.0	0.0	0.006469500924214418	0.0	0.0	0.0	0.0008794215360562829	4.265362413626411e-05	0.0	0.0	0.0	0.003703703703703704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007627765064836003	0.0	0.0	0.0008373971725530764	0.0	0.0010619578782546685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001364256480218281	0.0004658385093167702	0.0	0.0013324848939722735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005957520290105336	0.0	0.0	0.0
Fibrobacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010109860483925321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03146853146853147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00027905462494283255	0.0	0.0	0.009152215799614644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.98258523824286e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002132929682124673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Anaerolineales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000942343099873871	0.0020893711666779	0.003829144644590659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023459493274945262	0.0	0.0033734352137863763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017377355968453416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014777597162701343	0.0	0.0016200671281403336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00020123241255907802	0.0	0.0	0.0	0.0004657661853749418	0.0006103608758678569	0.0	0.0	0.0	0.0	0.0	0.0024081464153020505	0.0	0.0	0.0004981142816480467	0.0	0.0	0.02210491586935005	0.0	0.0	0.0	0.0
Longimicrobiales	0.0	0.003847798204360838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003145976194963538	0.0017186762822673047	0.0020763671664329633	0.0	0.0	0.0037004576881877497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006113686126197856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007782101167315175	0.0	0.0	0.0	0.001514004542013626	0.0	0.0	0.0	0.0	0.0018718289739421703	0.0	0.0005193516630880495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012422360248447205	0.001088048208905256	7.614199394127277e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012813522355507088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Actinobacteriota_unclassified	0.0006755376808634314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010440593025683859	0.00016121231662098983	0.0	5.799034460762283e-05	0.00013479813978567096	0.0011325639089634343	0.010452961672473868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000461361014994233	0.0	0.0011161544757794478	0.0	0.003871351995235259	0.0	0.0	0.0	0.002851870491528267	0.0	0.0	0.0027359781121751026	0.00021326812068132056	0.0	0.0	0.0	0.0	0.0002158894645941278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005881566635476541	0.00204211869814933	0.0	0.0	0.0	0.0	0.0	0.0	9.851731441800897e-05	0.0	0.0006046183540428039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008281573498964803	8.369601606963509e-05	0.00011421299091190914	0.0	0.0	0.0	0.0	0.0	0.0	0.006526468455402465	0.0	0.0	0.0	0.0014448878491812303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
